Order Date,Product Name,Category,Region,Quantity,Sales,Profit,Month,Year,Price_per_unit,Profit_margin,Profit_per_unit
2024-06-07,Printer,Office,West,5,1035,187.12,6,2024,207.0,0.18079227053140098,37.424
2023-08-12,Smartwatch,Electronics,North,6,2724,675.53,8,2023,454.0,0.24799192364170336,112.58833333333332
2023-05-02,Camera,Electronics,East,1,1120,127.32,5,2023,1120.0,0.11367857142857142,127.32
2024-10-26,Monitor,Accessories,North,6,3438,631.95,10,2024,573.0,0.18381326352530541,105.325
2022-09-27,Smartwatch,Electronics,West,5,3170,379.27,9,2022,634.0,0.11964353312302839,75.854
2023-06-25,Smartwatch,Electronics,East,4,660,83.96,6,2023,165.0,0.1272121212121212,20.99
2022-11-05,Tablet,Electronics,East,7,4669,1088.15,11,2022,667.0,0.23305847076461772,155.45000000000002
2022-08-12,Smartwatch,Electronics,West,5,1045,89.0,8,2022,209.0,0.08516746411483253,17.8
2022-02-27,Keyboard,Accessories,North,4,2724,229.47,2,2022,681.0,0.08424008810572688,57.3675
2023-09-14,Headphones,Accessories,West,8,5312,1583.0,9,2023,664.0,0.29800451807228917,197.875
2024-11-23,Tablet,Electronics,West,4,4252,445.18,11,2024,1063.0,0.10469896519285042,111.295
2024-10-09,Printer,Office,East,7,8057,1652.27,10,2024,1151.0,0.20507260767034877,236.03857142857143
2023-06-20,Keyboard,Accessories,South,7,2023,274.25,6,2023,289.0,0.13556599110232329,39.17857142857143
2024-03-16,Monitor,Accessories,South,8,9416,2125.54,3,2024,1177.0,0.22573704333050126,265.6925
2023-11-27,Monitor,Accessories,East,8,7560,494.34,11,2023,945.0,0.06538888888888889,61.7925
2023-01-08,Monitor,Accessories,West,2,828,50.07,1,2023,414.0,0.060471014492753626,25.035
2023-12-07,Mouse,Accessories,West,1,527,27.45,12,2023,527.0,0.05208728652751423,27.45
2022-09-11,Keyboard,Accessories,North,2,1160,206.49,9,2022,580.0,0.17800862068965517,103.245
2022-03-29,Mouse,Accessories,West,5,5430,310.86,3,2022,1086.0,0.057248618784530386,62.172000000000004
2024-01-15,Tablet,Electronics,South,7,6874,454.53,1,2024,982.0,0.06612307244690137,64.93285714285715
2023-07-12,Printer,Office,East,8,8952,1825.37,7,2023,1119.0,0.20390638963360141,228.17125
2022-06-06,Mouse,Accessories,East,8,416,67.81,6,2022,52.0,0.16300480769230768,8.47625
2023-11-18,Smartphone,Electronics,South,3,1680,140.27,11,2023,560.0,0.08349404761904762,46.75666666666667
2022-08-27,Mouse,Accessories,South,7,4340,383.9,8,2022,620.0,0.08845622119815667,54.84285714285714
2022-01-16,Laptop,Electronics,West,9,7650,2130.82,1,2022,850.0,0.2785385620915033,236.7577777777778
2024-04-03,Smartwatch,Electronics,West,8,6328,412.76,4,2024,791.0,0.0652275600505689,51.595
2022-08-19,Keyboard,Accessories,West,2,1312,344.0,8,2022,656.0,0.2621951219512195,172.0
2022-01-21,Camera,Electronics,East,9,8055,2300.17,1,2022,895.0,0.2855580384854128,255.57444444444445
2022-03-19,Camera,Electronics,South,2,840,153.61,3,2022,420.0,0.18286904761904763,76.805
2023-03-16,Tablet,Electronics,South,9,9423,2794.89,3,2023,1047.0,0.29660299267749124,310.5433333333333
2023-12-30,Monitor,Accessories,North,8,6520,1113.12,12,2023,815.0,0.17072392638036807,139.14
2022-10-20,Laptop,Electronics,North,3,1950,116.12,10,2022,650.0,0.05954871794871795,38.70666666666667
2023-10-16,Camera,Electronics,South,6,5928,1177.2,10,2023,988.0,0.198582995951417,196.20000000000002
2023-07-29,Camera,Electronics,South,7,4809,1418.72,7,2023,687.0,0.29501351632356,202.67428571428573
2023-06-04,Smartphone,Electronics,West,4,356,23.4,6,2023,89.0,0.06573033707865168,5.85
2023-04-28,Laptop,Electronics,South,2,570,94.39,4,2023,285.0,0.1655964912280702,47.195
2022-05-13,Monitor,Accessories,East,7,7791,907.96,5,2022,1113.0,0.11653959697086382,129.70857142857145
2024-05-10,Smartwatch,Electronics,East,4,4168,494.48,5,2024,1042.0,0.11863723608445298,123.62
2023-08-21,Tablet,Electronics,North,2,684,183.85,8,2023,342.0,0.26878654970760235,91.925
2024-01-05,Smartphone,Electronics,East,7,3857,447.99,1,2024,551.0,0.11614985740212601,63.99857142857143
2024-09-07,Camera,Electronics,North,5,3250,699.99,9,2024,650.0,0.21538153846153846,139.998
2023-08-03,Printer,Office,North,6,1194,79.62,8,2023,199.0,0.06668341708542715,13.270000000000001
2023-05-07,Laptop,Electronics,West,6,3486,320.91,5,2023,581.0,0.0920567986230637,53.48500000000001
2022-08-05,Monitor,Accessories,West,7,1554,370.97,8,2022,222.0,0.23871943371943374,52.99571428571429
2024-07-19,Smartwatch,Electronics,North,3,2601,463.36,7,2024,867.0,0.17814686658977316,154.45333333333335
2022-11-15,Headphones,Accessories,West,4,3616,745.75,11,2022,904.0,0.2062361725663717,186.4375
2023-02-01,Mouse,Accessories,West,5,3350,986.33,2,2023,670.0,0.2944268656716418,197.26600000000002
2023-12-20,Smartwatch,Electronics,South,5,2545,588.47,12,2023,509.0,0.23122593320235757,117.694
2024-08-26,Monitor,Accessories,East,1,545,68.28,8,2024,545.0,0.12528440366972476,68.28
2023-12-19,Mouse,Accessories,North,7,1470,178.85,12,2023,210.0,0.12166666666666666,25.55
2023-11-30,Camera,Electronics,South,3,3126,870.95,11,2023,1042.0,0.27861484325015995,290.31666666666666
2024-12-27,Laptop,Electronics,West,3,1368,302.29,12,2024,456.0,0.22097222222222224,100.76333333333334
2024-12-21,Headphones,Accessories,East,9,7083,1353.39,12,2024,787.0,0.19107581533248624,150.37666666666667
2024-01-28,Printer,Office,East,2,1994,453.74,1,2024,997.0,0.22755265797392177,226.87
2022-09-03,Camera,Electronics,North,4,4716,1084.16,9,2022,1179.0,0.2298897370653096,271.04
2024-02-29,Monitor,Accessories,South,1,975,125.85,2,2024,975.0,0.12907692307692306,125.85
2023-04-21,Smartphone,Electronics,West,9,9891,1774.03,4,2023,1099.0,0.17935800222424425,197.11444444444444
2024-05-24,Smartwatch,Electronics,South,2,626,159.49,5,2024,313.0,0.25477635782747604,79.745
2024-05-19,Monitor,Accessories,East,8,5632,1620.04,5,2024,704.0,0.28764914772727274,202.505
2024-09-10,Printer,Office,West,3,2568,734.6,9,2024,856.0,0.28605919003115265,244.86666666666667
2023-09-12,Tablet,Electronics,East,7,5285,629.07,9,2023,755.0,0.11902932828760644,89.86714285714287
2023-11-08,Camera,Electronics,East,2,516,122.77,11,2023,258.0,0.2379263565891473,61.385
2022-05-31,Monitor,Accessories,East,3,2139,503.08,5,2022,713.0,0.23519401589527816,167.69333333333333
2023-01-05,Laptop,Electronics,East,9,8136,1923.89,1,2023,904.0,0.23646632251720748,213.76555555555558
2024-10-25,Laptop,Electronics,West,5,2130,318.99,10,2024,426.0,0.1497605633802817,63.798
2024-04-01,Headphones,Accessories,South,5,3445,202.15,4,2024,689.0,0.05867924528301887,40.43
2024-12-16,Tablet,Electronics,East,8,5376,429.84,12,2024,672.0,0.07995535714285713,53.73
2023-08-05,Printer,Office,West,6,3006,730.14,8,2023,501.0,0.2428942115768463,121.69
2022-12-31,Headphones,Accessories,North,7,3941,1113.85,12,2022,563.0,0.2826313118497843,159.12142857142857
2023-03-10,Monitor,Accessories,North,5,3350,389.95,3,2023,670.0,0.11640298507462686,77.99
2024-05-05,Printer,Office,South,3,2019,265.44,5,2024,673.0,0.1314710252600297,88.48
2022-06-09,Headphones,Accessories,North,8,2416,403.38,6,2022,302.0,0.16696192052980133,50.4225
2022-05-13,Monitor,Accessories,West,8,6160,684.71,5,2022,770.0,0.11115422077922078,85.58875
2022-04-07,Printer,Office,East,4,2796,682.65,4,2022,699.0,0.24415236051502145,170.6625
2024-12-19,Smartwatch,Electronics,South,7,7700,1573.41,12,2024,1100.0,0.20433896103896104,224.77285714285716
2024-06-17,Smartwatch,Electronics,West,5,2095,193.93,6,2024,419.0,0.09256801909307877,38.786
2024-09-25,Camera,Electronics,North,5,5990,1548.62,9,2024,1198.0,0.25853422370617696,309.724
2024-12-27,Smartwatch,Electronics,North,2,1206,307.02,12,2024,603.0,0.2545771144278607,153.51
2024-03-15,Smartwatch,Electronics,South,5,1330,285.78,3,2024,266.0,0.2148721804511278,57.15599999999999
2022-07-25,Camera,Electronics,West,6,2706,766.68,7,2022,451.0,0.2833259423503326,127.77999999999999
2023-01-14,Laptop,Electronics,East,3,426,50.8,1,2023,142.0,0.1192488262910798,16.933333333333334
2024-11-13,Tablet,Electronics,West,1,414,50.26,11,2024,414.0,0.12140096618357488,50.26
2024-06-29,Laptop,Electronics,East,5,5465,546.33,6,2024,1093.0,0.09996889295516927,109.266
2024-05-22,Tablet,Electronics,South,3,726,71.06,5,2024,242.0,0.09787878787878788,23.686666666666667
2022-04-30,Smartwatch,Electronics,East,1,1001,225.75,4,2022,1001.0,0.22552447552447552,225.75
2022-02-16,Mouse,Accessories,West,9,7362,1866.65,2,2022,818.0,0.25355202390654713,207.40555555555557
2022-05-14,Keyboard,Accessories,East,4,2284,576.59,5,2022,571.0,0.2524474605954466,144.1475
2022-12-17,Tablet,Electronics,East,4,2940,566.36,12,2022,735.0,0.19263945578231292,141.59
2023-05-16,Printer,Office,South,4,3068,868.89,5,2023,767.0,0.28321056062581484,217.2225
2024-08-07,Smartphone,Electronics,North,3,3477,862.21,8,2024,1159.0,0.24797526603393732,287.40333333333336
2024-08-04,Smartwatch,Electronics,West,9,4014,204.48,8,2024,446.0,0.05094170403587444,22.72
2024-08-07,Monitor,Accessories,North,8,7200,804.53,8,2024,900.0,0.11174027777777777,100.56625
2024-04-03,Smartwatch,Electronics,West,3,735,134.53,4,2024,245.0,0.1830340136054422,44.843333333333334
2023-01-31,Monitor,Accessories,East,3,2964,446.54,1,2023,988.0,0.1506545209176788,148.84666666666666
2022-03-25,Camera,Electronics,West,9,3699,276.07,3,2022,411.0,0.07463368477967018,30.674444444444443
2022-05-14,Printer,Office,West,3,1563,221.62,5,2022,521.0,0.1417914267434421,73.87333333333333
2023-07-13,Mouse,Accessories,South,2,124,32.27,7,2023,62.0,0.260241935483871,16.135
2023-07-03,Mouse,Accessories,North,2,416,71.68,7,2023,208.0,0.17230769230769233,35.84
2023-03-07,Camera,Electronics,South,8,2624,294.24,3,2023,328.0,0.11213414634146342,36.78
2024-11-04,Headphones,Accessories,East,4,1636,134.85,11,2024,409.0,0.08242665036674816,33.7125
2023-12-24,Headphones,Accessories,East,8,8200,1978.93,12,2023,1025.0,0.2413329268292683,247.36625
2022-03-10,Mouse,Accessories,East,5,5615,715.58,3,2022,1123.0,0.12744078361531613,143.116
2022-09-30,Printer,Office,East,5,3085,413.52,9,2022,617.0,0.1340421393841167,82.704
2024-12-07,Keyboard,Accessories,South,6,3198,913.76,12,2024,533.0,0.2857285803627267,152.29333333333332
2022-02-13,Camera,Electronics,West,4,1848,374.66,2,2022,462.0,0.20273809523809525,93.665
2023-04-11,Smartwatch,Electronics,North,4,652,116.06,4,2023,163.0,0.17800613496932516,29.015
2022-11-22,Mouse,Accessories,South,6,2940,609.99,11,2022,490.0,0.2074795918367347,101.665
2022-05-29,Headphones,Accessories,East,4,3912,454.89,5,2022,978.0,0.11628067484662577,113.7225
2022-10-09,Tablet,Electronics,South,8,9392,891.07,10,2022,1174.0,0.0948754258943782,111.38375
2022-10-21,Monitor,Accessories,West,1,312,43.01,10,2022,312.0,0.1378525641025641,43.01
2023-11-24,Laptop,Electronics,East,9,7731,1459.74,11,2023,859.0,0.1888164532402018,162.19333333333333
2023-06-23,Tablet,Electronics,West,1,1081,229.32,6,2023,1081.0,0.2121369102682701,229.32
2023-08-16,Smartphone,Electronics,West,6,1926,393.01,8,2023,321.0,0.20405503634475597,65.50166666666667
2022-07-26,Monitor,Accessories,East,3,936,88.51,7,2022,312.0,0.09456196581196581,29.503333333333334
2024-12-29,Laptop,Electronics,South,9,8550,1970.98,12,2024,950.0,0.23052397660818713,218.99777777777777
2023-08-24,Monitor,Accessories,North,4,2468,457.51,8,2023,617.0,0.1853768233387358,114.3775
2023-09-04,Tablet,Electronics,West,3,801,90.34,9,2023,267.0,0.11278401997503122,30.113333333333333
2023-01-03,Laptop,Electronics,East,9,2655,701.11,1,2023,295.0,0.26407156308851226,77.9011111111111
2023-11-30,Smartwatch,Electronics,West,8,3928,700.38,11,2023,491.0,0.17830448065173116,87.5475
2024-07-11,Monitor,Accessories,East,8,6488,1438.34,7,2024,811.0,0.22169235511713933,179.7925
2024-02-03,Headphones,Accessories,West,9,7695,1749.26,2,2024,855.0,0.22732423651721897,194.36222222222221
2023-07-19,Headphones,Accessories,West,2,1856,468.19,7,2023,928.0,0.2522575431034483,234.095
2022-04-14,Smartwatch,Electronics,North,7,1519,403.63,4,2022,217.0,0.2657208689927584,57.66142857142857
2024-01-19,Tablet,Electronics,West,3,3549,996.05,1,2024,1183.0,0.2806565229642153,332.01666666666665
2024-09-12,Laptop,Electronics,East,3,1656,378.84,9,2024,552.0,0.22876811594202898,126.27999999999999
2024-08-24,Keyboard,Accessories,North,7,812,175.55,8,2024,116.0,0.2161945812807882,25.07857142857143
2022-12-25,Mouse,Accessories,North,5,3730,864.41,12,2022,746.0,0.23174530831099194,172.882
2023-12-24,Monitor,Accessories,South,1,1161,210.87,12,2023,1161.0,0.1816279069767442,210.87
2022-05-18,Headphones,Accessories,North,3,2256,282.52,5,2022,752.0,0.1252304964539007,94.17333333333333
2024-09-28,Monitor,Accessories,East,1,359,78.17,9,2024,359.0,0.21774373259052926,78.17
2024-03-23,Headphones,Accessories,East,2,130,11.1,3,2024,65.0,0.08538461538461538,5.55
2022-09-26,Mouse,Accessories,South,8,4248,831.54,9,2022,531.0,0.19574858757062147,103.9425
2024-10-04,Camera,Electronics,South,5,1825,221.47,10,2024,365.0,0.12135342465753425,44.294
2024-09-25,Keyboard,Accessories,East,2,876,224.01,9,2024,438.0,0.25571917808219174,112.005
2023-01-03,Camera,Electronics,North,9,9180,2752.84,1,2023,1020.0,0.2998736383442266,305.87111111111113
2024-03-26,Monitor,Accessories,West,5,1765,160.89,3,2024,353.0,0.09115580736543909,32.178
2022-10-06,Monitor,Accessories,South,2,1504,164.51,10,2022,752.0,0.10938164893617021,82.255
2022-06-30,Keyboard,Accessories,South,9,1881,430.78,6,2022,209.0,0.22901648059542795,47.864444444444445
2022-01-16,Keyboard,Accessories,East,9,7425,1533.72,1,2022,825.0,0.20656161616161617,170.41333333333333
2022-10-16,Tablet,Electronics,East,9,720,192.83,10,2022,80.0,0.26781944444444444,21.425555555555558
2024-05-07,Smartphone,Electronics,West,5,2985,698.22,5,2024,597.0,0.23390954773869346,139.644
2022-01-04,Laptop,Electronics,North,9,711,200.11,1,2022,79.0,0.2814486638537272,22.234444444444446
2024-08-13,Printer,Office,South,6,6276,1396.25,8,2024,1046.0,0.22247450605481198,232.70833333333334
2023-01-13,Mouse,Accessories,East,7,7966,955.8,1,2023,1138.0,0.11998493597790609,136.54285714285714
2023-03-14,Headphones,Accessories,East,8,4200,854.89,3,2023,525.0,0.20354523809523808,106.86125
2024-05-17,Laptop,Electronics,East,7,455,80.0,5,2024,65.0,0.17582417582417584,11.428571428571429
2024-10-15,Keyboard,Accessories,South,8,5040,465.36,10,2024,630.0,0.09233333333333334,58.17
2023-09-11,Mouse,Accessories,East,1,856,87.69,9,2023,856.0,0.10244158878504672,87.69
2023-07-20,Monitor,Accessories,West,5,5230,385.77,7,2023,1046.0,0.07376099426386233,77.154
2022-03-19,Laptop,Electronics,South,5,4635,769.03,3,2022,927.0,0.1659180151024811,153.80599999999998
2024-12-07,Laptop,Electronics,East,6,5508,360.28,12,2024,918.0,0.06541031227305737,60.04666666666666
2023-06-06,Smartphone,Electronics,North,1,258,27.01,6,2023,258.0,0.10468992248062016,27.01
2023-07-13,Smartphone,Electronics,East,1,677,88.41,7,2023,677.0,0.13059084194977844,88.41
2023-07-10,Monitor,Accessories,West,5,4545,755.05,7,2023,909.0,0.1661276127612761,151.01
2024-09-09,Smartphone,Electronics,South,5,4370,1255.36,9,2024,874.0,0.28726773455377574,251.07199999999997
2023-01-06,Keyboard,Accessories,East,3,372,57.51,1,2023,124.0,0.1545967741935484,19.169999999999998
2024-09-05,Camera,Electronics,West,9,3177,629.96,9,2024,353.0,0.19828769279194208,69.99555555555555
2023-04-19,Printer,Office,South,7,1659,127.48,4,2023,237.0,0.0768414707655214,18.211428571428574
2023-04-20,Tablet,Electronics,South,3,3360,759.31,4,2023,1120.0,0.22598511904761903,253.10333333333332
2023-03-02,Smartphone,Electronics,West,2,1132,290.56,3,2023,566.0,0.256678445229682,145.28
2024-10-05,Smartwatch,Electronics,East,5,1815,468.62,10,2024,363.0,0.25819283746556476,93.724
2023-11-11,Mouse,Accessories,North,1,459,125.19,11,2023,459.0,0.2727450980392157,125.19
2023-11-15,Smartphone,Electronics,West,1,1128,73.74,11,2023,1128.0,0.06537234042553192,73.74
2024-10-30,Monitor,Accessories,East,6,1170,104.63,10,2024,195.0,0.08942735042735042,17.438333333333333
2022-08-01,Smartwatch,Electronics,North,5,4420,380.69,8,2022,884.0,0.0861289592760181,76.138
2024-02-29,Smartphone,Electronics,West,6,456,69.15,2,2024,76.0,0.15164473684210528,11.525
2024-02-25,Tablet,Electronics,North,2,1458,154.79,2,2024,729.0,0.10616598079561042,77.395
2024-06-24,Monitor,Accessories,West,7,2989,197.58,6,2024,427.0,0.06610237537638007,28.225714285714286
2024-12-20,Camera,Electronics,North,4,3424,845.68,12,2024,856.0,0.2469859813084112,211.42
2024-10-14,Mouse,Accessories,West,2,1226,124.25,10,2024,613.0,0.10134584013050571,62.125
2024-11-16,Laptop,Electronics,North,8,6760,1097.63,11,2024,845.0,0.16237130177514794,137.20375
2023-09-25,Smartphone,Electronics,West,1,111,13.61,9,2023,111.0,0.12261261261261261,13.61
2023-06-09,Printer,Office,North,5,3275,222.29,6,2023,655.0,0.06787480916030535,44.458
2024-09-08,Headphones,Accessories,North,3,2508,498.69,9,2024,836.0,0.1988397129186603,166.23
2024-09-01,Keyboard,Accessories,South,8,904,202.35,9,2024,113.0,0.22383849557522123,25.29375
2024-09-05,Printer,Office,West,3,1506,427.84,9,2024,502.0,0.2840903054448871,142.61333333333332
2022-10-23,Smartphone,Electronics,South,3,987,97.01,10,2022,329.0,0.09828774062816617,32.336666666666666
2022-01-29,Smartphone,Electronics,East,7,2968,728.94,1,2022,424.0,0.24559973045822103,104.13428571428572
2022-03-17,Mouse,Accessories,South,5,4200,746.86,3,2022,840.0,0.17782380952380952,149.372
2024-01-16,Smartwatch,Electronics,North,5,1645,313.66,1,2024,329.0,0.19067477203647418,62.732000000000006
2024-11-25,Printer,Office,East,3,3282,492.59,11,2024,1094.0,0.1500883607556368,164.19666666666666
2022-02-13,Headphones,Accessories,East,9,4914,1160.45,2,2022,546.0,0.23615181115181116,128.9388888888889
2023-03-30,Laptop,Electronics,North,6,3924,762.96,3,2023,654.0,0.194434250764526,127.16000000000001
2023-09-12,Headphones,Accessories,South,6,420,65.62,9,2023,70.0,0.15623809523809526,10.936666666666667
2024-06-28,Printer,Office,West,4,1544,106.02,6,2024,386.0,0.0686658031088083,26.505
2022-08-29,Headphones,Accessories,East,2,2046,233.47,8,2022,1023.0,0.11411045943304007,116.735
2023-11-22,Headphones,Accessories,West,2,1548,157.48,11,2023,774.0,0.1017312661498708,78.74
2023-05-10,Keyboard,Accessories,North,4,3184,478.27,5,2023,796.0,0.1502104271356784,119.5675
2024-10-17,Printer,Office,South,5,3385,774.86,10,2024,677.0,0.22890989660265879,154.972
2023-10-11,Monitor,Accessories,North,1,59,10.32,10,2023,59.0,0.17491525423728815,10.32
2024-05-18,Monitor,Accessories,South,8,5976,1016.99,5,2024,747.0,0.17017904953145918,127.12375
2023-01-30,Mouse,Accessories,West,3,1791,122.5,1,2023,597.0,0.06839754327191513,40.833333333333336
2023-01-13,Smartwatch,Electronics,West,2,1644,189.32,1,2023,822.0,0.1151581508515815,94.66
2024-05-17,Tablet,Electronics,West,8,6584,544.62,5,2024,823.0,0.0827187120291616,68.0775
2022-08-03,Headphones,Accessories,East,5,1620,325.87,8,2022,324.0,0.20115432098765432,65.174
2024-02-06,Mouse,Accessories,West,9,2736,407.22,2,2024,304.0,0.14883771929824563,45.24666666666667
2024-04-11,Monitor,Accessories,South,4,1064,274.47,4,2024,266.0,0.2579605263157895,68.6175
2024-06-18,Camera,Electronics,South,7,2667,363.5,6,2024,381.0,0.13629546306711662,51.92857142857143
2023-04-03,Headphones,Accessories,South,3,735,217.79,4,2023,245.0,0.296312925170068,72.59666666666666
2024-12-18,Laptop,Electronics,East,1,58,11.25,12,2024,58.0,0.1939655172413793,11.25
2023-04-25,Camera,Electronics,South,7,3136,850.3,4,2023,448.0,0.27114158163265306,121.47142857142856
2023-09-17,Mouse,Accessories,East,4,3936,374.34,9,2023,984.0,0.09510670731707316,93.585
2022-11-23,Smartphone,Electronics,East,9,6102,947.91,11,2022,678.0,0.1553441494591937,105.32333333333332
2024-05-17,Smartphone,Electronics,North,8,9408,552.44,5,2024,1176.0,0.0587202380952381,69.055
2022-12-14,Mouse,Accessories,South,9,7875,1243.56,12,2022,875.0,0.15791238095238094,138.17333333333332
2024-10-13,Keyboard,Accessories,North,9,9900,576.8,10,2024,1100.0,0.05826262626262626,64.08888888888889
2024-10-16,Keyboard,Accessories,North,2,430,114.91,10,2024,215.0,0.2672325581395349,57.455
2023-09-18,Mouse,Accessories,South,3,813,238.1,9,2023,271.0,0.29286592865928657,79.36666666666666
2023-12-09,Camera,Electronics,South,4,4176,980.11,12,2023,1044.0,0.2347006704980843,245.0275
2023-10-02,Camera,Electronics,South,4,3084,348.38,10,2023,771.0,0.11296368352788586,87.095
2022-03-31,Mouse,Accessories,West,7,8008,1593.65,3,2022,1144.0,0.19900724275724277,227.66428571428574
2024-06-12,Smartwatch,Electronics,South,4,4608,963.5,6,2024,1152.0,0.20909288194444445,240.875
2024-06-16,Headphones,Accessories,West,4,4356,614.62,6,2024,1089.0,0.1410973370064279,153.655
2023-09-04,Printer,Office,South,1,566,169.17,9,2023,566.0,0.298886925795053,169.17
2022-12-02,Laptop,Electronics,East,7,945,75.21,12,2022,135.0,0.07958730158730158,10.744285714285713
2022-11-12,Smartwatch,Electronics,North,4,2200,484.33,11,2022,550.0,0.22014999999999998,121.0825
2024-12-30,Mouse,Accessories,North,1,746,131.25,12,2024,746.0,0.17593833780160859,131.25
2024-12-06,Monitor,Accessories,East,5,3505,678.18,12,2024,701.0,0.19348930099857345,135.636
2024-05-26,Monitor,Accessories,East,5,4795,819.12,5,2024,959.0,0.1708279457768509,163.824
2024-10-20,Monitor,Accessories,North,5,4590,650.05,10,2024,918.0,0.1416230936819172,130.01
2023-05-04,Monitor,Accessories,North,4,2092,467.02,5,2023,523.0,0.22324091778202676,116.755
2024-05-09,Mouse,Accessories,South,8,3568,334.13,5,2024,446.0,0.09364630044843049,41.76625
2023-12-07,Smartphone,Electronics,West,9,10404,2028.21,12,2023,1156.0,0.19494521337946943,225.35666666666668
2022-12-10,Printer,Office,South,9,7029,1005.58,12,2022,781.0,0.14306160193484138,111.73111111111112
2022-11-21,Laptop,Electronics,West,8,664,126.6,11,2022,83.0,0.19066265060240964,15.825
2024-11-20,Tablet,Electronics,West,3,1923,274.0,11,2024,641.0,0.14248569942797712,91.33333333333333
2022-11-30,Printer,Office,West,7,2471,566.51,11,2022,353.0,0.22926345609065155,80.92999999999999
2024-01-03,Smartphone,Electronics,North,2,258,64.12,1,2024,129.0,0.24852713178294575,32.06
2024-10-29,Smartwatch,Electronics,East,9,1134,267.26,10,2024,126.0,0.235679012345679,29.695555555555554
2024-09-24,Headphones,Accessories,East,5,855,238.83,9,2024,171.0,0.2793333333333333,47.766000000000005
2024-04-09,Smartwatch,Electronics,West,9,3231,670.85,4,2024,359.0,0.20762921696069328,74.53888888888889
2024-09-05,Tablet,Electronics,South,7,3591,266.59,9,2024,513.0,0.07423837371205791,38.08428571428571
2024-02-03,Camera,Electronics,East,2,254,20.48,2,2024,127.0,0.08062992125984252,10.24
2023-03-17,Smartphone,Electronics,South,5,5930,1193.32,3,2023,1186.0,0.2012344013490725,238.664
2024-07-15,Headphones,Accessories,West,2,1344,297.99,7,2024,672.0,0.22171875000000002,148.995
2023-03-20,Laptop,Electronics,East,1,920,98.31,3,2023,920.0,0.10685869565217392,98.31
2022-08-28,Printer,Office,North,9,5454,385.51,8,2022,606.0,0.07068390172350568,42.83444444444444
2022-12-01,Laptop,Electronics,West,8,9512,663.23,12,2022,1189.0,0.06972560975609757,82.90375
2023-01-21,Mouse,Accessories,North,4,2972,827.46,1,2023,743.0,0.2784185733512786,206.865
2024-05-23,Smartwatch,Electronics,West,3,3360,465.02,5,2024,1120.0,0.1383988095238095,155.00666666666666
2022-10-24,Tablet,Electronics,West,4,1004,240.13,10,2022,251.0,0.23917330677290835,60.0325
2024-12-25,Headphones,Accessories,West,2,1944,332.55,12,2024,972.0,0.1710648148148148,166.275
2023-09-18,Monitor,Accessories,East,5,5055,1200.09,9,2023,1011.0,0.23740652818991095,240.01799999999997
2022-07-18,Smartwatch,Electronics,West,2,128,8.33,7,2022,64.0,0.065078125,4.165
2024-03-09,Smartphone,Electronics,East,3,633,163.03,3,2024,211.0,0.2575513428120063,54.343333333333334
2022-12-14,Printer,Office,South,3,2523,506.7,12,2022,841.0,0.2008323424494649,168.9
2023-11-06,Printer,Office,West,1,196,39.6,11,2023,196.0,0.20204081632653062,39.6
2022-02-11,Printer,Office,East,9,4212,552.96,2,2022,468.0,0.13128205128205128,61.440000000000005
2024-03-28,Monitor,Accessories,North,1,63,17.29,3,2024,63.0,0.27444444444444444,17.29
2023-07-02,Mouse,Accessories,South,8,2752,394.66,7,2023,344.0,0.14340843023255814,49.3325
2024-11-11,Mouse,Accessories,West,3,1989,419.61,11,2024,663.0,0.21096530920060333,139.87
2024-03-09,Laptop,Electronics,East,8,8032,466.19,3,2024,1004.0,0.058041583665338646,58.27375
2022-01-21,Tablet,Electronics,South,6,3702,407.34,1,2022,617.0,0.110032414910859,67.89
2022-10-17,Smartwatch,Electronics,East,8,456,90.24,10,2022,57.0,0.19789473684210526,11.28
2023-02-10,Camera,Electronics,West,7,5355,1143.16,2,2023,765.0,0.21347525676937443,163.30857142857144
2024-03-04,Camera,Electronics,West,1,972,261.91,3,2024,972.0,0.26945473251028806,261.91
2022-01-08,Headphones,Accessories,South,5,3290,797.82,1,2022,658.0,0.24249848024316112,159.56400000000002
2022-11-24,Laptop,Electronics,East,1,735,139.31,11,2022,735.0,0.1895374149659864,139.31
2024-10-24,Tablet,Electronics,North,3,3336,798.26,10,2024,1112.0,0.23928657074340529,266.08666666666664
2022-10-03,Keyboard,Accessories,West,3,2082,346.53,10,2022,694.0,0.1664409221902017,115.50999999999999
2024-07-18,Keyboard,Accessories,East,2,1340,129.89,7,2024,670.0,0.09693283582089551,64.945
2022-03-13,Laptop,Electronics,East,5,1160,227.13,3,2022,232.0,0.19580172413793104,45.426
2024-09-21,Monitor,Accessories,East,4,1272,299.84,9,2024,318.0,0.23572327044025154,74.96
2022-01-14,Printer,Office,West,3,2817,588.47,1,2022,939.0,0.20889953851615195,196.15666666666667
2024-03-05,Monitor,Accessories,East,3,1464,264.67,3,2024,488.0,0.18078551912568308,88.22333333333334
2023-02-13,Headphones,Accessories,West,1,307,60.51,2,2023,307.0,0.19710097719869707,60.51
2022-10-01,Tablet,Electronics,West,6,5706,1306.92,10,2022,951.0,0.22904311251314408,217.82000000000002
2024-05-25,Headphones,Accessories,North,1,1112,100.47,5,2024,1112.0,0.09035071942446044,100.47
2023-07-15,Keyboard,Accessories,West,1,1147,133.48,7,2023,1147.0,0.11637314734088927,133.48
